Date,Region,Category,Units_Sold,Revenue
2025-09-28,East,Electronics,8,563.41
2025-09-28,East,Clothing,10,756.51
2025-09-28,East,Groceries,10,424.12
2025-09-28,East,Furniture,6,725.13
2025-09-28,East,Toys,16,464.14
2025-09-28,West,Electronics,12,663.28
2025-09-28,West,Clothing,12,870.79
2025-09-28,West,Groceries,5,1002.14
2025-09-28,West,Furniture,6,552.97
2025-09-28,West,Toys,4,745.57
2025-09-29,North,Electronics,6,914.97
2025-09-29,North,Clothing,10,483.29
2025-09-29,North,Groceries,11,480.73
2025-09-29,North,Furniture,9,559.13
2025-09-29,North,Toys,10,664.79
2025-09-29,South,Electronics,10,652.98
2025-09-29,South,Clothing,5,757.59
2025-09-29,South,Groceries,9,301.18
2025-09-29,South,Furniture,9,487.55
2025-09-29,South,Toys,5,432.58
2025-09-29,East,Electronics,11,660.9
2025-09-29,East,Clothing,5,679.8
2025-09-29,East,Groceries,5,455.21
2025-09-29,East,Furniture,8,566.17
2025-09-29,East,Toys,8,496.42
2025-09-29,West,Electronics,14,553.72
2025-09-29,West,Clothing,9,517.96
2025-09-29,West,Groceries,8,576.74
2025-09-29,West,Furniture,8,574.35
2025-09-29,West,Toys,5,297.1
2025-09-30,North,Electronics,7,416.94
2025-09-30,North,Clothing,8,475.17
2025-09-30,North,Groceries,9,438.96
2025-09-30,North,Furniture,8,525.56
2025-09-30,North,Toys,8,447.16
2025-09-30,South,Electronics,11,854.21
2025-09-30,South,Clothing,4,605.55
2025-09-30,South,Groceries,11,547.82
2025-09-30,South,Furniture,7,479.95
2025-09-30,South,Toys,1,722.64
2025-09-30,East,Electronics,4,595.03
2025-09-30,East,Clothing,8,682.58
2025-09-30,East,Groceries,11,608.45
2025-09-30,East,Furniture,8,731.99
2025-09-30,East,Toys,8,541.48
2025-09-30,West,Electronics,14,673.12
2025-09-30,West,Clothing,12,415.69
2025-09-30,West,Groceries,8,605.8
2025-09-30,West,Furniture,10,388.63
2025-09-30,West,Toys,5,536.58
2025-10-01,North,Electronics,12,774.82
2025-10-01,North,Clothing,9,627.3
2025-10-01,North,Groceries,5,351.44
2025-10-01,North,Furniture,8,472.57
2025-10-01,North,Toys,5,475.36
2025-10-01,South,Electronics,6,626.23
2025-10-01,South,Clothing,10,630.26
2025-10-01,South,Groceries,9,765.49
2025-10-01,South,Furniture,9,895.82
2025-10-01,South,Toys,10,606.16
2025-10-01,East,Electronics,11,524.04
2025-10-01,East,Clothing,4,558.14
2025-10-01,East,Groceries,6,341.76
2025-10-01,East,Furniture,5,522.29
2025-10-01,East,Toys,6,568.4
2025-10-01,West,Electronics,7,590.77
2025-10-01,West,Clothing,10,617.94
2025-10-01,West,Groceries,6,585.05
2025-10-01,West,Furniture,9,576.16
2025-10-01,West,Toys,8,245.87
2025-10-02,North,Electronics,6,651.65
2025-10-02,North,Clothing,12,574.67
2025-10-02,North,Groceries,13,385.52
2025-10-02,North,Furniture,10,575.34
2025-10-02,North,Toys,8,664.92
2025-10-02,South,Electronics,9,706.7
2025-10-02,South,Clothing,10,164.99
2025-10-02,South,Groceries,9,536.38
2025-10-02,South,Furniture,13,729.24
2025-10-02,South,Toys,9,634.58
2025-10-02,East,Electronics,3,559.11
2025-10-02,East,Clothing,11,694.02
2025-10-02,East,Groceries,10,511.74
2025-10-02,East,Furniture,4,374.6
2025-10-02,East,Toys,8,389.81
2025-10-02,West,Electronics,7,702.17
2025-10-02,West,Clothing,17,757.75
2025-10-02,West,Groceries,11,450.86
2025-10-02,West,Furniture,6,555.56
2025-10-02,West,Toys,5,243.1
2025-10-03,North,Electronics,10,629.85
2025-10-03,North,Clothing,10,479.59
2025-10-03,North,Groceries,13,590.12
2025-10-03,North,Furniture,6,394.77
2025-10-03,North,Toys,10,552.44
2025-10-03,South,Electronics,11,509.25
2025-10-03,South,Clothing,5,702.37
2025-10-03,South,Groceries,2,351.39
2025-10-03,South,Furniture,6,388.0
2025-10-03,South,Toys,12,499.22
2025-10-03,East,Electronics,6,883.0
2025-10-03,East,Clothing,5,501.76
2025-10-03,East,Groceries,12,460.25
2025-10-03,East,Furniture,5,402.29
2025-10-03,East,Toys,6,352.44
2025-10-03,West,Electronics,6,657.68
2025-10-03,West,Clothing,12,565.17
2025-10-03,West,Groceries,6,723.58
2025-10-03,West,Furniture,5,530.28
2025-10-03,West,Toys,9,461.67
2025-10-04,North,Electronics,5,808.9
2025-10-04,North,Clothing,13,990.69
2025-10-04,North,Groceries,6,813.9
2025-10-04,North,Furniture,13,664.17
2025-10-04,North,Toys,10,394.2
2025-10-04,South,Electronics,11,630.53
2025-10-04,South,Clothing,9,582.71
2025-10-04,South,Groceries,9,615.52
2025-10-04,South,Furniture,7,690.72
2025-10-04,South,Toys,7,817.71
2025-10-04,East,Electronics,9,366.87
2025-10-04,East,Clothing,9,667.0
2025-10-04,East,Groceries,6,669.17
2025-10-04,East,Furniture,2,995.63
2025-10-04,East,Toys,6,735.67
2025-10-04,West,Electronics,11,886.98
2025-10-04,West,Clothing,13,832.51
2025-10-04,West,Groceries,13,698.52
2025-10-04,West,Furniture,8,800.67
2025-10-04,West,Toys,10,464.56
2025-10-05,North,Electronics,9,689.27
2025-10-05,North,Clothing,7,971.35
2025-10-05,North,Groceries,9,747.26
2025-10-05,North,Furniture,6,521.01
2025-10-05,North,Toys,8,558.48
2025-10-05,South,Electronics,13,950.5
2025-10-05,South,Clothing,10,579.12
2025-10-05,South,Groceries,8,778.94
2025-10-05,South,Furniture,5,657.94
2025-10-05,South,Toys,7,679.32
2025-10-05,East,Electronics,7,950.47
2025-10-05,East,Clothing,12,354.46
2025-10-05,East,Groceries,12,934.27
2025-10-05,East,Furniture,8,783.49
2025-10-05,East,Toys,8,767.45
2025-10-05,West,Electronics,2,858.8
2025-10-05,West,Clothing,16,1140.01
2025-10-05,West,Groceries,10,552.41
2025-10-05,West,Furniture,11,766.82
2025-10-05,West,Toys,8,566.36
2025-10-06,North,Electronics,4,483.82
2025-10-06,North,Clothing,6,521.76
2025-10-06,North,Groceries,13,615.1
2025-10-06,North,Furniture,10,562.93
2025-10-06,North,Toys,7,670.69
2025-10-06,South,Electronics,6,967.13
2025-10-06,South,Clothing,5,541.45
2025-10-06,South,Groceries,5,529.9
2025-10-06,South,Furniture,6,1121.75
2025-10-06,South,Toys,10,470.46
2025-10-06,East,Electronics,12,729.13
2025-10-06,East,Clothing,9,594.69
2025-10-06,East,Groceries,8,452.21
2025-10-06,East,Furniture,6,657.02
2025-10-06,East,Toys,7,581.2
2025-10-06,West,Electronics,7,508.22
2025-10-06,West,Clothing,8,468.98
2025-10-06,West,Groceries,9,546.5
2025-10-06,West,Furniture,7,294.37
2025-10-06,West,Toys,4,419.44
2025-10-07,North,Electronics,8,601.09
2025-10-07,North,Clothing,17,967.26
2025-10-07,North,Groceries,12,466.85
2025-10-07,North,Furniture,8,861.28
2025-10-07,North,Toys,10,484.66
2025-10-07,South,Electronics,6,493.94
2025-10-07,South,Clothing,8,721.69
2025-10-07,South,Groceries,11,494.38
2025-10-07,South,Furniture,1,932.27
2025-10-07,South,Toys,6,387.9
2025-10-07,East,Electronics,7,406.4
2025-10-07,East,Clothing,5,427.4
2025-10-07,East,Groceries,4,698.32
2025-10-07,East,Furniture,12,637.06
2025-10-07,East,Toys,10,561.99
2025-10-07,West,Electronics,8,583.02
2025-10-07,West,Clothing,4,916.43
2025-10-07,West,Groceries,12,571.31
2025-10-07,West,Furniture,10,524.91
2025-10-07,West,Toys,5,473.16
2025-10-08,North,Electronics,7,791.04
2025-10-08,North,Clothing,7,611.21
2025-10-08,North,Groceries,10,459.06
2025-10-08,North,Furniture,5,609.63
2025-10-08,North,Toys,9,431.36
2025-10-08,South,Electronics,11,675.18
2025-10-08,South,Clothing,12,508.38
2025-10-08,South,Groceries,9,428.1
2025-10-08,South,Furniture,5,862.49
2025-10-08,South,Toys,8,733.51
2025-10-08,East,Electronics,5,383.38
2025-10-08,East,Clothing,11,593.84
2025-10-08,East,Groceries,6,606.22
2025-10-08,East,Furniture,8,577.6
2025-10-08,East,Toys,5,314.91
2025-10-08,West,Electronics,9,407.91
2025-10-08,West,Clothing,4,519.16
2025-10-08,West,Groceries,8,303.86
2025-10-08,West,Furniture,12,893.72
2025-10-08,West,Toys,7,523.14
2025-10-09,North,Electronics,5,511.3
2025-10-09,North,Clothing,14,481.47
2025-10-09,North,Groceries,6,314.84
2025-10-09,North,Furniture,6,695.64
2025-10-09,North,Toys,10,684.58
2025-10-09,South,Electronics,10,611.23
2025-10-09,South,Clothing,9,651.87
2025-10-09,South,Groceries,8,437.48
2025-10-09,South,Furniture,5,601.89
2025-10-09,South,Toys,13,472.66
2025-10-09,East,Electronics,13,313.39
2025-10-09,East,Clothing,9,588.91
2025-10-09,East,Groceries,10,574.18
2025-10-09,East,Furniture,8,626.81
2025-10-09,East,Toys,13,513.62
2025-10-09,West,Electronics,6,715.91
2025-10-09,West,Clothing,6,388.0
2025-10-09,West,Groceries,11,560.91
2025-10-09,West,Furniture,11,756.87
2025-10-09,West,Toys,7,524.56
2025-10-10,North,Electronics,5,490.44
2025-10-10,North,Clothing,4,501.56
2025-10-10,North,Groceries,5,406.0
2025-10-10,North,Furniture,5,270.66
2025-10-10,North,Toys,9,538.84
2025-10-10,South,Electronics,9,984.59
2025-10-10,South,Clothing,8,316.31
2025-10-10,South,Groceries,4,425.49
2025-10-10,South,Furniture,5,639.3
2025-10-10,South,Toys,10,430.8
2025-10-10,East,Electronics,9,882.66
2025-10-10,East,Clothing,10,462.54
2025-10-10,East,Groceries,12,498.94
2025-10-10,East,Furniture,10,427.0
2025-10-10,East,Toys,6,665.89
2025-10-10,West,Electronics,13,502.89
2025-10-10,West,Clothing,7,503.97
2025-10-10,West,Groceries,9,467.67
2025-10-10,West,Furniture,8,699.64
2025-10-10,West,Toys,6,592.06
2025-10-11,North,Electronics,12,866.58
2025-10-11,North,Clothing,2,515.62
2025-10-11,North,Groceries,7,616.53
2025-10-11,North,Furniture,10,489.46
2025-10-11,North,Toys,7,741.15
2025-10-11,South,Electronics,10,639.23
2025-10-11,South,Clothing,15,754.83
2025-10-11,South,Groceries,16,716.84
2025-10-11,South,Furniture,11,600.41
2025-10-11,South,Toys,7,724.76
2025-10-11,East,Electronics,12,765.97
2025-10-11,East,Clothing,10,583.04
2025-10-11,East,Groceries,9,635.4
2025-10-11,East,Furniture,12,865.98
2025-10-11,East,Toys,7,1035.98
2025-10-11,West,Electronics,5,638.77
2025-10-11,West,Clothing,8,1343.73
2025-10-11,West,Groceries,8,524.44
2025-10-11,West,Furniture,5,402.6
2025-10-11,West,Toys,6,598.55
2025-10-12,North,Electronics,4,942.57
2025-10-12,North,Clothing,9,386.16
2025-10-12,North,Groceries,6,403.39
2025-10-12,North,Furniture,4,848.95
2025-10-12,North,Toys,8,1124.17
2025-10-12,South,Electronics,3,788.78
2025-10-12,South,Clothing,7,872.05
2025-10-12,South,Groceries,8,700.59
2025-10-12,South,Furniture,4,621.53
2025-10-12,South,Toys,4,518.66
2025-10-12,East,Electronics,10,752.62
2025-10-12,East,Clothing,10,676.92
2025-10-12,East,Groceries,10,608.13
2025-10-12,East,Furniture,5,1076.01
2025-10-12,East,Toys,13,894.66
2025-10-12,West,Electronics,8,695.9
2025-10-12,West,Clothing,3,649.14
2025-10-12,West,Groceries,14,1009.3
2025-10-12,West,Furniture,5,1128.69
2025-10-12,West,Toys,6,596.06
2025-10-13,North,Electronics,12,524.16
2025-10-13,North,Clothing,8,479.55
2025-10-13,North,Groceries,9,512.43
2025-10-13,North,Furniture,6,483.27
2025-10-13,North,Toys,10,693.8
2025-10-13,South,Electronics,6,428.65
2025-10-13,South,Clothing,6,933.18
2025-10-13,South,Groceries,6,522.51
2025-10-13,South,Furniture,9,563.76
2025-10-13,South,Toys,10,578.66
2025-10-13,East,Electronics,13,491.59
2025-10-13,East,Clothing,5,713.85
2025-10-13,East,Groceries,9,588.73
2025-10-13,East,Furniture,9,333.84
2025-10-13,East,Toys,4,609.78
2025-10-13,West,Electronics,6,644.06
2025-10-13,West,Clothing,11,711.29
2025-10-13,West,Groceries,8,564.84
2025-10-13,West,Furniture,8,791.05
2025-10-13,West,Toys,11,430.06
2025-10-14,North,Electronics,9,700.0
2025-10-14,North,Clothing,11,509.62
2025-10-14,North,Groceries,4,526.82
2025-10-14,North,Furniture,11,653.35
2025-10-14,North,Toys,15,546.01
2025-10-14,South,Electronics,15,382.11
2025-10-14,South,Clothing,8,534.25
2025-10-14,South,Groceries,11,354.95
2025-10-14,South,Furniture,8,481.42
2025-10-14,South,Toys,8,776.06
2025-10-14,East,Electronics,9,436.45
2025-10-14,East,Clothing,11,848.6
2025-10-14,East,Groceries,7,983.04
2025-10-14,East,Furniture,7,614.06
2025-10-14,East,Toys,7,549.08
2025-10-14,West,Electronics,9,550.1
2025-10-14,West,Clothing,7,844.22
2025-10-14,West,Groceries,9,564.09
2025-10-14,West,Furniture,5,421.46
2025-10-14,West,Toys,7,536.86
2025-10-15,North,Electronics,8,489.54
2025-10-15,North,Clothing,8,394.15
2025-10-15,North,Groceries,10,717.02
2025-10-15,North,Furniture,8,521.07
2025-10-15,North,Toys,9,469.08
2025-10-15,South,Electronics,11,413.77
2025-10-15,South,Clothing,12,719.41
2025-10-15,South,Groceries,8,547.34
2025-10-15,South,Furniture,3,357.94
2025-10-15,South,Toys,6,482.38
2025-10-15,East,Electronics,6,733.75
2025-10-15,East,Clothing,9,276.24
2025-10-15,East,Groceries,2,494.46
2025-10-15,East,Furniture,5,585.05
2025-10-15,East,Toys,9,562.47
2025-10-15,West,Electronics,4,247.38
2025-10-15,West,Clothing,2,392.24
2025-10-15,West,Groceries,7,952.43
2025-10-15,West,Furniture,9,471.31
2025-10-15,West,Toys,6,295.0
2025-10-16,North,Electronics,6,442.32
2025-10-16,North,Clothing,7,536.48
2025-10-16,North,Groceries,8,576.41
2025-10-16,North,Furniture,7,533.57
2025-10-16,North,Toys,6,456.76
2025-10-16,South,Electronics,9,733.06
2025-10-16,South,Clothing,10,703.21
2025-10-16,South,Groceries,7,491.82
2025-10-16,South,Furniture,7,622.46
2025-10-16,South,Toys,5,426.34
2025-10-16,East,Electronics,7,653.44
2025-10-16,East,Clothing,11,639.02
2025-10-16,East,Groceries,11,1079.64
2025-10-16,East,Furniture,8,549.4
2025-10-16,East,Toys,10,1046.25
2025-10-16,West,Electronics,10,492.49
2025-10-16,West,Clothing,3,664.82
2025-10-16,West,Groceries,8,509.88
2025-10-16,West,Furniture,7,505.77
2025-10-16,West,Toys,9,607.32
2025-10-17,North,Electronics,8,449.87
2025-10-17,North,Clothing,8,320.19
2025-10-17,North,Groceries,17,652.86
2025-10-17,North,Furniture,11,597.55
2025-10-17,North,Toys,8,842.11
2025-10-17,South,Electronics,8,750.25
2025-10-17,South,Clothing,6,472.33
2025-10-17,South,Groceries,8,561.39
2025-10-17,South,Furniture,5,653.09
2025-10-17,South,Toys,8,555.23
2025-10-17,East,Electronics,10,732.4
2025-10-17,East,Clothing,4,592.62
2025-10-17,East,Groceries,10,692.26
2025-10-17,East,Furniture,10,434.38
2025-10-17,East,Toys,10,466.35
2025-10-17,West,Electronics,6,644.15
2025-10-17,West,Clothing,6,652.86
2025-10-17,West,Groceries,11,477.73
2025-10-17,West,Furniture,10,430.88
2025-10-17,West,Toys,7,969.23
2025-10-18,North,Electronics,7,798.63
2025-10-18,North,Clothing,7,759.77
2025-10-18,North,Groceries,9,615.31
2025-10-18,North,Furniture,11,797.47
2025-10-18,North,Toys,4,694.39
2025-10-18,South,Electronics,7,1152.52
2025-10-18,South,Clothing,6,475.75
2025-10-18,South,Groceries,7,613.2
2025-10-18,South,Furniture,5,828.6
2025-10-18,South,Toys,9,765.06
2025-10-18,East,Electronics,11,687.36
2025-10-18,East,Clothing,11,747.96
2025-10-18,East,Groceries,7,1127.05
2025-10-18,East,Furniture,7,688.82
2025-10-18,East,Toys,4,674.52
2025-10-18,West,Electronics,5,622.97
2025-10-18,West,Clothing,6,1266.38
2025-10-18,West,Groceries,6,723.84
2025-10-18,West,Furniture,10,755.86
2025-10-18,West,Toys,13,567.83
2025-10-19,North,Electronics,4,795.16
2025-10-19,North,Clothing,3,687.3
2025-10-19,North,Groceries,8,719.24
2025-10-19,North,Furniture,6,1077.29
2025-10-19,North,Toys,5,913.68
2025-10-19,South,Electronics,6,585.34
2025-10-19,South,Clothing,11,687.51
2025-10-19,South,Groceries,9,843.61
2025-10-19,South,Furniture,9,901.25
2025-10-19,South,Toys,12,438.49
2025-10-19,East,Electronics,6,681.85
2025-10-19,East,Clothing,4,601.74
2025-10-19,East,Groceries,6,554.1
2025-10-19,East,Furniture,6,934.45
2025-10-19,East,Toys,7,943.33
2025-10-19,West,Electronics,8,974.89
2025-10-19,West,Clothing,11,779.9
2025-10-19,West,Groceries,4,963.25
2025-10-19,West,Furniture,13,892.7
2025-10-19,West,Toys,7,667.0
2025-10-20,North,Electronics,8,337.3
2025-10-20,North,Clothing,3,468.43
2025-10-20,North,Groceries,11,533.16
2025-10-20,North,Furniture,13,635.29
2025-10-20,North,Toys,9,483.3
2025-10-20,South,Electronics,8,544.78
2025-10-20,South,Clothing,8,496.26
2025-10-20,South,Groceries,12,738.49
2025-10-20,South,Furniture,7,780.14
2025-10-20,South,Toys,5,593.68
2025-10-20,East,Electronics,7,507.53
2025-10-20,East,Clothing,11,259.17
2025-10-20,East,Groceries,7,464.12
2025-10-20,East,Furniture,10,619.0
2025-10-20,East,Toys,8,767.5
2025-10-20,West,Electronics,13,384.0
2025-10-20,West,Clothing,11,679.32
2025-10-20,West,Groceries,9,538.19
2025-10-20,West,Furniture,8,260.02
2025-10-20,West,Toys,7,910.65
2025-10-21,North,Electronics,9,696.45
2025-10-21,North,Clothing,7,665.51
2025-10-21,North,Groceries,9,460.39
2025-10-21,North,Furniture,5,727.51
2025-10-21,North,Toys,5,560.34
2025-10-21,South,Electronics,9,662.75
2025-10-21,South,Clothing,9,524.24
2025-10-21,South,Groceries,10,670.3
2025-10-21,South,Furniture,12,815.49
2025-10-21,South,Toys,12,579.03
2025-10-21,East,Electronics,3,496.23
2025-10-21,East,Clothing,7,449.78
2025-10-21,East,Groceries,9,658.11
2025-10-21,East,Furniture,6,596.07
2025-10-21,East,Toys,8,838.45
2025-10-21,West,Electronics,6,745.86
2025-10-21,West,Clothing,16,609.54
2025-10-21,West,Groceries,8,573.03
2025-10-21,West,Furniture,10,645.25
2025-10-21,West,Toys,8,492.14
2025-10-22,North,Electronics,12,421.3
2025-10-22,North,Clothing,9,532.41
2025-10-22,North,Groceries,7,562.92
2025-10-22,North,Furniture,7,748.09
2025-10-22,North,Toys,11,317.74
2025-10-22,South,Electronics,9,681.64
2025-10-22,South,Clothing,7,282.43
2025-10-22,South,Groceries,6,707.57
2025-10-22,South,Furniture,6,699.91
2025-10-22,South,Toys,10,460.4
2025-10-22,East,Electronics,14,363.45
2025-10-22,East,Clothing,8,869.74
2025-10-22,East,Groceries,12,404.7
2025-10-22,East,Furniture,11,576.25
2025-10-22,East,Toys,6,555.14
2025-10-22,West,Electronics,5,562.83
2025-10-22,West,Clothing,9,397.85
2025-10-22,West,Groceries,9,491.01
2025-10-22,West,Furniture,7,446.14
2025-10-22,West,Toys,8,636.39
2025-10-23,North,Electronics,9,771.96
2025-10-23,North,Clothing,12,707.26
2025-10-23,North,Groceries,7,577.9
2025-10-23,North,Furniture,6,650.06
2025-10-23,North,Toys,10,492.7
2025-10-23,South,Electronics,8,605.83
2025-10-23,South,Clothing,8,895.66
2025-10-23,South,Groceries,6,615.87
2025-10-23,South,Furniture,7,564.79
2025-10-23,South,Toys,9,292.72
2025-10-23,East,Electronics,8,581.55
2025-10-23,East,Clothing,8,625.98
2025-10-23,East,Groceries,12,449.32
2025-10-23,East,Furniture,10,698.07
2025-10-23,East,Toys,10,570.09
2025-10-23,West,Electronics,7,449.12
2025-10-23,West,Clothing,9,328.07
2025-10-23,West,Groceries,6,636.11
2025-10-23,West,Furniture,4,578.56
2025-10-23,West,Toys,14,569.36
2025-10-24,North,Electronics,6,624.47
2025-10-24,North,Clothing,9,721.31
2025-10-24,North,Groceries,13,507.37
2025-10-24,North,Furniture,7,438.57
2025-10-24,North,Toys,9,580.58
2025-10-24,South,Electronics,3,378.84
2025-10-24,South,Clothing,11,571.81
2025-10-24,South,Groceries,11,302.0
2025-10-24,South,Furniture,13,733.55
2025-10-24,South,Toys,10,805.14
2025-10-24,East,Electronics,8,406.42
2025-10-24,East,Clothing,7,688.5
2025-10-24,East,Groceries,11,226.84
2025-10-24,East,Furniture,17,614.21
2025-10-24,East,Toys,12,402.79
2025-10-24,West,Electronics,9,623.37
2025-10-24,West,Clothing,4,416.14
2025-10-24,West,Groceries,10,533.82
2025-10-24,West,Furniture,5,824.76
2025-10-24,West,Toys,6,599.27
2025-10-25,North,Electronics,3,520.03
2025-10-25,North,Clothing,9,480.33
2025-10-25,North,Groceries,13,675.07
2025-10-25,North,Furniture,10,1040.21
2025-10-25,North,Toys,9,944.25
2025-10-25,South,Electronics,14,785.55
2025-10-25,South,Clothing,11,834.11
2025-10-25,South,Groceries,6,643.85
2025-10-25,South,Furniture,7,822.36
2025-10-25,South,Toys,12,929.37
2025-10-25,East,Electronics,7,863.22
2025-10-25,East,Clothing,5,819.09
2025-10-25,East,Groceries,9,722.87
2025-10-25,East,Furniture,14,512.08
2025-10-25,East,Toys,7,1047.03
2025-10-25,West,Electronics,9,586.77
2025-10-25,West,Clothing,9,891.35
2025-10-25,West,Groceries,4,827.67
2025-10-25,West,Furniture,6,916.28
2025-10-25,West,Toys,6,815.34
2025-10-26,North,Electronics,9,1196.77
2025-10-26,North,Clothing,10,1214.82
2025-10-26,North,Groceries,4,684.14
2025-10-26,North,Furniture,15,748.26
2025-10-26,North,Toys,10,474.0
2025-10-26,South,Electronics,8,823.89
2025-10-26,South,Clothing,4,478.08
2025-10-26,South,Groceries,11,832.5
2025-10-26,South,Furniture,8,650.31
2025-10-26,South,Toys,9,778.57
2025-10-26,East,Electronics,5,1094.6
2025-10-26,East,Clothing,7,1028.22
2025-10-26,East,Groceries,13,860.56
2025-10-26,East,Furniture,8,809.29
2025-10-26,East,Toys,5,618.21
2025-10-26,West,Electronics,5,514.98
2025-10-26,West,Clothing,6,484.9
2025-10-26,West,Groceries,8,751.23
2025-10-26,West,Furniture,7,530.79
2025-10-26,West,Toys,9,881.72
2025-10-27,North,Electronics,12,570.46
2025-10-27,North,Clothing,5,555.95
2025-10-27,North,Groceries,11,707.14
2025-10-27,North,Furniture,8,535.07
2025-10-27,North,Toys,6,393.91
2025-10-27,South,Electronics,5,573.59
2025-10-27,South,Clothing,9,376.84
2025-10-27,South,Groceries,6,720.13
2025-10-27,South,Furniture,13,942.49
2025-10-27,South,Toys,7,907.39
2025-10-27,East,Electronics,6,564.76
2025-10-27,East,Clothing,6,542.89
2025-10-27,East,Groceries,11,503.83
2025-10-27,East,Furniture,7,400.62
2025-10-27,East,Toys,5,594.8
2025-10-27,West,Electronics,6,469.17
2025-10-27,West,Clothing,3,436.47
2025-10-27,West,Groceries,14,573.58
2025-10-27,West,Furniture,8,535.12
2025-10-27,West,Toys,5,331.52
2025-10-28,North,Electronics,6,561.11
2025-10-28,North,Clothing,11,529.2
2025-10-28,North,Groceries,15,482.3
2025-10-28,North,Furniture,10,538.39
2025-10-28,North,Toys,11,698.76
2025-10-28,South,Electronics,6,359.22
2025-10-28,South,Clothing,7,758.83
2025-10-28,South,Groceries,5,554.91
2025-10-28,South,Furniture,4,524.9
2025-10-28,South,Toys,5,384.66
2025-10-28,East,Electronics,8,534.24
2025-10-28,East,Clothing,8,679.7
2025-10-28,East,Groceries,8,393.57
2025-10-28,East,Furniture,10,376.34
2025-10-28,East,Toys,7,536.99
2025-10-28,West,Electronics,7,561.89
2025-10-28,West,Clothing,6,858.01
2025-10-28,West,Groceries,7,516.5
2025-10-28,West,Furniture,6,335.95
2025-10-28,West,Toys,7,633.76
2025-10-29,North,Electronics,9,548.07
2025-10-29,North,Clothing,7,472.52
2025-10-29,North,Groceries,7,673.49
2025-10-29,North,Furniture,5,435.64
2025-10-29,North,Toys,8,682.27
2025-10-29,South,Electronics,8,600.97
2025-10-29,South,Clothing,8,605.72
2025-10-29,South,Groceries,7,511.81
2025-10-29,South,Furniture,7,308.62
2025-10-29,South,Toys,6,820.59
2025-10-29,East,Electronics,8,996.45
2025-10-29,East,Clothing,5,435.85
2025-10-29,East,Groceries,11,500.38
2025-10-29,East,Furniture,4,752.12
2025-10-29,East,Toys,9,418.85
2025-10-29,West,Electronics,13,751.75
2025-10-29,West,Clothing,11,614.3
2025-10-29,West,Groceries,6,449.8
2025-10-29,West,Furniture,7,607.5
2025-10-29,West,Toys,8,390.96
2025-10-30,North,Electronics,14,592.19
2025-10-30,North,Clothing,8,892.19
2025-10-30,North,Groceries,7,585.14
2025-10-30,North,Furniture,9,487.85
2025-10-30,North,Toys,6,486.19
2025-10-30,South,Electronics,5,548.93
2025-10-30,South,Clothing,8,880.78
2025-10-30,South,Groceries,3,475.72
2025-10-30,South,Furniture,10,290.01
2025-10-30,South,Toys,7,743.98
2025-10-30,East,Electronics,8,370.87
2025-10-30,East,Clothing,11,612.55
2025-10-30,East,Groceries,9,479.95
2025-10-30,East,Furniture,4,825.0
2025-10-30,East,Toys,5,657.52
2025-10-30,West,Electronics,6,693.01
2025-10-30,West,Clothing,6,696.68
2025-10-30,West,Groceries,12,654.15
2025-10-30,West,Furniture,9,266.32
2025-10-30,West,Toys,7,491.27
2025-10-31,North,Electronics,12,518.43
2025-10-31,North,Clothing,5,271.1
2025-10-31,North,Groceries,3,590.79
2025-10-31,North,Furniture,6,347.03
2025-10-31,North,Toys,12,761.03
2025-10-31,South,Electronics,10,750.83
2025-10-31,South,Clothing,7,823.71
2025-10-31,South,Groceries,9,741.62
2025-10-31,South,Furniture,8,629.71
2025-10-31,South,Toys,11,491.85
2025-10-31,East,Electronics,9,553.01
2025-10-31,East,Clothing,5,236.98
2025-10-31,East,Groceries,11,717.32
2025-10-31,East,Furniture,8,343.99
2025-10-31,East,Toys,7,613.49
2025-10-31,West,Electronics,5,843.51
2025-10-31,West,Clothing,7,722.18
2025-10-31,West,Groceries,7,302.78
2025-10-31,West,Furniture,10,611.55
2025-10-31,West,Toys,4,669.29
2025-11-01,North,Electronics,5,1151.42
2025-11-01,North,Clothing,6,1223.13
2025-11-01,North,Groceries,7,1264.29
2025-11-01,North,Furniture,14,827.45
2025-11-01,North,Toys,10,941.65
2025-11-01,South,Electronics,5,1453.53
2025-11-01,South,Clothing,12,1337.98
2025-11-01,South,Groceries,6,632.56
2025-11-01,South,Furniture,9,1151.39
2025-11-01,South,Toys,6,1011.03
2025-11-01,East,Electronics,5,1148.89
2025-11-01,East,Clothing,6,1455.04
2025-11-01,East,Groceries,8,832.72
2025-11-01,East,Furniture,12,1093.91
2025-11-01,East,Toys,9,1971.75
2025-11-01,West,Electronics,7,893.24
2025-11-01,West,Clothing,8,2010.95
2025-11-01,West,Groceries,8,1205.73
2025-11-01,West,Furniture,5,1337.08
2025-11-01,West,Toys,5,1476.82
2025-11-02,North,Electronics,9,1339.26
2025-11-02,North,Clothing,11,682.68
2025-11-02,North,Groceries,13,824.0
2025-11-02,North,Furniture,9,1016.54
2025-11-02,North,Toys,4,956.07
2025-11-02,South,Electronics,7,1868.29
2025-11-02,South,Clothing,5,932.2
2025-11-02,South,Groceries,5,1105.82
2025-11-02,South,Furniture,8,1419.41
2025-11-02,South,Toys,9,1963.87
2025-11-02,East,Electronics,13,893.75
2025-11-02,East,Clothing,11,1106.54
2025-11-02,East,Groceries,1,888.46
